Produced Date,Product ID,Employee ID,Produced Quantity,Total Quantity,Work Hours
2015-02-02,d1004,1004,78,98,8
2015-02-02,e1005,1005,65,98,4
2015-02-02,f1006,1006,62,99,6
2015-02-02,g1007,1007,75,98,6
2015-02-02,h1008,1008,71,99,5
2015-02-02,i1009,1009,73,95,5
2015-02-02,j1010,1010,61,99,4
2015-02-03,a1001,1001,80,99,7
2015-02-03,b1002,1002,79,98,5
2015-02-03,c1003,1003,69,91,5
2015-02-03,d1004,1004,89,97,5
2015-02-03,e1005,1005,74,100,6
2015-02-03,f1006,1006,64,97,8
2015-02-03,g1007,1007,64,91,4
2015-02-03,h1008,1008,69,98,6
2015-02-03,i1009,1009,79,92,8
2015-02-03,j1010,1010,77,98,6
2015-02-04,a1001,1001,87,100,7
2015-02-04,b1002,1002,81,97,6
2015-02-04,c1003,1003,86,93,7
2015-02-04,d1004,1004,66,91,6
2015-02-04,e1005,1005,66,96,4
2015-02-04,f1006,1006,68,91,7
2015-02-04,g1007,1007,65,98,5
2015-02-04,h1008,1008,78,99,5
2015-02-04,i1009,1009,64,100,6
2015-02-04,j1010,1010,68,94,8
2015-02-05,a1001,1001,88,97,8
2015-02-05,b1002,1002,74,98,5
2015-02-05,c1003,1003,87,96,8
2015-02-05,d1004,1004,64,99,7
2015-02-05,e1005,1005,60,98,4
2015-02-05,f1006,1006,78,91,5
2015-02-05,g1007,1007,86,91,5
2015-02-05,h1008,1008,73,91,7
2015-02-05,i1009,1009,68,93,8
2015-02-05,j1010,1010,74,92,8
2015-02-06,a1001,1001,70,95,4
2015-02-06,b1002,1002,72,90,5
2015-02-06,c1003,1003,70,93,5
2015-02-06,d1004,1004,89,96,4
2015-02-06,e1005,1005,66,95,4
2015-02-06,f1006,1006,73,97,4
2015-02-06,g1007,1007,82,98,7
2015-02-06,h1008,1008,65,95,4
2015-02-06,i1009,1009,64,95,4
2015-02-06,j1010,1010,65,100,6
2015-02-07,a1001,1001,69,97,6
2015-02-07,b1002,1002,70,92,4
2015-02-07,c1003,1003,67,94,8
2015-02-07,d1004,1004,81,94,4
2015-02-07,e1005,1005,88,90,4
2015-02-07,f1006,1006,64,96,6
2015-02-07,g1007,1007,71,92,6
2015-02-07,h1008,1008,70,93,4
2015-02-07,i1009,1009,84,100,7
2015-02-07,j1010,1010,74,93,5
2015-02-08,a1001,1001,75,93,5
2015-02-08,b1002,1002,66,91,5
2015-02-08,c1003,1003,68,95,6
2015-02-08,d1004,1004,73,99,7
2015-02-08,e1005,1005,65,91,7
2015-02-08,f1006,1006,74,98,8
2015-02-08,g1007,1007,65,90,4
2015-02-08,h1008,1008,88,98,7
2015-02-08,i1009,1009,81,96,8
2015-02-08,j1010,1010,69,96,5
2015-02-09,a1001,1001,78,92,4
2015-02-09,b1002,1002,72,98,5
2015-02-09,c1003,1003,66,97,5
2015-02-09,d1004,1004,78,95,4
2015-02-09,e1005,1005,63,96,4
2015-02-09,f1006,1006,89,98,6
2015-02-09,g1007,1007,75,90,5
2015-02-09,h1008,1008,68,97,7
2015-02-09,i1009,1009,66,93,8
2015-02-09,j1010,1010,69,94,7
2015-02-10,a1001,1001,84,96,6
2015-02-10,b1002,1002,85,90,6
2015-02-10,c1003,1003,83,97,4
2015-02-10,d1004,1004,63,93,6
2015-02-10,e1005,1005,70,98,4
2015-02-10,f1006,1006,75,96,8
2015-02-10,g1007,1007,84,97,5
2015-02-10,h1008,1008,72,93,6
2015-02-10,i1009,1009,89,100,8
2015-02-10,j1010,1010,82,98,7
2015-02-11,a1001,1001,88,92,8
2015-02-11,b1002,1002,73,92,6
2015-02-11,c1003,1003,62,91,8
2015-02-11,d1004,1004,85,95,4
2015-02-11,e1005,1005,71,99,4
2015-02-11,f1006,1006,67,97,5
2015-02-11,g1007,1007,62,90,6
2015-02-11,h1008,1008,85,93,4
2015-02-11,i1009,1009,74,93,6
2015-02-11,j1010,1010,88,100,6
2015-02-12,a1001,1001,62,95,5
2015-02-12,b1002,1002,72,94,5
2015-02-12,c1003,1003,76,98,8
2015-02-12,d1004,1004,81,92,7
2015-02-12,e1005,1005,86,100,6
2015-02-12,f1006,1006,80,97,6
2015-02-12,g1007,1007,86,98,6
2015-02-12,h1008,1008,67,98,7
2015-02-12,i1009,1009,71,100,5
2015-02-12,j1010,1010,82,93,8
2015-02-13,a1001,1001,65,92,7
2015-02-13,b1002,1002,77,93,4
2015-02-13,c1003,1003,86,94,6
2015-02-13,d1004,1004,83,97,5
2015-02-13,e1005,1005,76,97,7
2015-02-13,f1006,1006,74,90,5
2015-02-13,g1007,1007,80,100,4
2015-02-13,h1008,1008,78,90,4
2015-02-13,i1009,1009,62,97,4
2015-02-13,j1010,1010,80,92,6
2015-02-14,a1001,1001,84,94,6
2015-02-14,b1002,1002,61,95,7
2015-02-14,c1003,1003,79,100,4
2015-02-14,d1004,1004,82,98,6
2015-02-14,e1005,1005,76,97,5
2015-02-14,f1006,1006,87,98,7
2015-02-14,g1007,1007,73,96,7
2015-02-14,h1008,1008,82,100,5
2015-02-14,i1009,1009,72,92,7
2015-02-14,j1010,1010,68,93,6
2015-02-15,a1001,1001,87,94,6
2015-02-15,b1002,1002,68,94,6
2015-02-15,c1003,1003,61,94,8
2015-02-15,d1004,1004,86,95,8
2015-02-15,e1005,1005,85,91,5
2015-02-15,f1006,1006,72,93,5
2015-02-15,g1007,1007,72,100,6
2015-02-15,h1008,1008,68,93,8
2015-02-15,i1009,1009,70,95,6
2015-02-15,j1010,1010,64,96,5
2015-02-16,a1001,1001,76,98,7
2015-02-16,b1002,1002,80,96,6
2015-02-16,c1003,1003,60,98,8
2015-02-16,d1004,1004,77,92,6
2015-02-16,e1005,1005,86,93,5
2015-02-16,f1006,1006,77,93,7
2015-02-16,g1007,1007,63,95,4
2015-02-16,h1008,1008,67,99,8
2015-02-16,i1009,1009,80,99,7
2015-02-16,j1010,1010,84,91,5
2015-02-17,a1001,1001,66,95,4
2015-02-17,b1002,1002,66,93,4
2015-02-17,c1003,1003,65,91,5
2015-02-17,d1004,1004,69,92,5
2015-02-17,e1005,1005,69,100,5
2015-02-17,f1006,1006,69,92,5
2015-02-17,g1007,1007,75,90,7
2015-02-17,h1008,1008,84,98,6
2015-02-17,i1009,1009,89,93,7
2015-02-17,j1010,1010,76,96,6
2015-02-18,a1001,1001,66,91,7
2015-02-18,b1002,1002,78,98,6
2015-02-18,c1003,1003,87,92,5
2015-02-18,d1004,1004,68,94,8
2015-02-18,e1005,1005,77,100,6
2015-02-18,f1006,1006,85,92,7
2015-02-18,g1007,1007,78,97,5
2015-02-18,h1008,1008,73,93,7
2015-02-18,i1009,1009,85,97,8
2015-02-18,j1010,1010,86,92,6
2015-02-19,a1001,1001,62,92,6
2015-02-19,b1002,1002,65,99,4
2015-02-19,c1003,1003,65,95,5
2015-02-19,d1004,1004,82,96,5
2015-02-19,e1005,1005,88,100,5
2015-02-19,f1006,1006,70,90,7
2015-02-19,g1007,1007,73,97,5
2015-02-19,h1008,1008,67,98,4
2015-02-19,i1009,1009,72,100,7
2015-02-19,j1010,1010,78,98,4
2015-02-20,a1001,1001,81,97,5
2015-02-20,b1002,1002,85,100,7
2015-02-20,c1003,1003,74,96,5
2015-02-20,d1004,1004,88,98,7
2015-02-20,e1005,1005,73,96,6
2015-02-20,f1006,1006,78,91,4
2015-02-20,g1007,1007,83,94,6
2015-02-20,h1008,1008,67,95,8
2015-02-20,i1009,1009,83,94,6
2015-02-20,j1010,1010,62,93,8
2015-02-21,a1001,1001,87,95,6
2015-02-21,b1002,1002,63,91,5
2015-02-21,c1003,1003,68,99,7
2015-02-21,d1004,1004,78,94,5
2015-02-21,e1005,1005,86,93,7
2015-02-21,f1006,1006,65,97,5
2015-02-21,g1007,1007,75,90,8
2015-02-21,h1008,1008,84,96,4
2015-02-21,i1009,1009,67,97,5
2015-02-21,j1010,1010,63,100,5
2015-02-22,a1001,1001,78,96,7
2015-02-22,b1002,1002,76,98,7
2015-02-22,c1003,1003,74,94,7
2015-02-22,d1004,1004,75,94,7
2015-02-22,e1005,1005,80,91,7
2015-02-22,f1006,1006,84,91,4
2015-02-22,g1007,1007,87,90,7
2015-02-22,h1008,1008,70,99,5
2015-02-22,i1009,1009,85,91,8
2015-02-22,j1010,1010,60,97,4
2015-02-23,a1001,1001,78,100,6
2015-02-23,b1002,1002,71,98,8
2015-02-23,c1003,1003,83,95,5
2015-02-23,d1004,1004,66,95,7
2015-02-23,e1005,1005,86,93,5
2015-02-23,f1006,1006,89,94,5
2015-02-23,g1007,1007,85,96,5
2015-02-23,h1008,1008,86,95,5
2015-02-23,i1009,1009,73,95,6
2015-02-23,j1010,1010,77,99,6
2015-02-24,a1001,1001,64,94,7
2015-02-24,b1002,1002,87,100,4
2015-02-24,c1003,1003,74,94,5
2015-02-24,d1004,1004,66,99,7
2015-02-24,e1005,1005,61,95,5
2015-02-24,f1006,1006,83,93,7
2015-02-24,g1007,1007,72,95,4
2015-02-24,h1008,1008,73,94,4
2015-02-24,i1009,1009,61,95,8
2015-02-24,j1010,1010,75,95,8
2015-02-25,a1001,1001,86,98,7
2015-02-25,b1002,1002,78,100,8
2015-02-25,c1003,1003,80,99,5
2015-02-25,d1004,1004,77,93,8
2015-02-25,e1005,1005,69,91,4
2015-02-25,f1006,1006,89,90,4
2015-02-25,g1007,1007,64,98,6
2015-02-25,h1008,1008,89,99,4
2015-02-25,i1009,1009,74,100,5
2015-02-25,j1010,1010,85,94,4
2015-02-26,a1001,1001,74,92,6
2015-02-26,b1002,1002,65,93,7
2015-02-26,c1003,1003,66,95,7
2015-02-26,d1004,1004,65,90,5
2015-02-26,e1005,1005,77,98,6
2015-02-26,f1006,1006,87,92,8
2015-02-26,g1007,1007,75,100,6
2015-02-26,h1008,1008,71,95,8
2015-02-26,i1009,1009,80,99,6
2015-02-26,j1010,1010,60,95,4
2015-02-27,a1001,1001,63,91,4
2015-02-27,b1002,1002,88,94,5
2015-02-27,c1003,1003,75,92,6
2015-02-27,d1004,1004,75,95,5
2015-02-27,e1005,1005,67,100,5
2015-02-27,f1006,1006,74,100,8
2015-02-27,g1007,1007,67,97,5
2015-02-27,h1008,1008,89,99,6
2015-02-27,i1009,1009,85,97,4
2015-02-27,j1010,1010,69,92,6
2015-02-28,a1001,1001,82,99,5
2015-02-28,b1002,1002,72,97,5
2015-02-28,c1003,1003,85,99,4
2015-02-28,d1004,1004,79,92,6
2015-02-28,e1005,1005,69,91,5
2015-02-28,f1006,1006,84,93,5
2015-02-28,g1007,1007,80,95,4
2015-02-28,h1008,1008,85,94,4
2015-02-28,i1009,1009,73,92,8
2015-02-28,j1010,1010,66,96,7
2015-03-01,a1001,1001,69,100,5
2015-03-01,b1002,1002,63,92,5
2015-03-01,c1003,1003,80,98,7
2015-03-01,d1004,1004,89,98,8
2015-03-01,e1005,1005,66,92,8
2015-03-01,f1006,1006,87,97,4
2015-03-01,g1007,1007,68,97,4
2015-03-01,h1008,1008,73,99,7
2015-03-01,i1009,1009,80,93,7
2015-03-01,j1010,1010,82,92,8
2015-03-02,a1001,1001,78,94,5
2015-03-02,b1002,1002,63,98,8
2015-03-02,c1003,1003,61,97,6
2015-03-02,d1004,1004,72,98,5
2015-03-02,e1005,1005,76,90,5
2015-03-02,f1006,1006,79,97,7
2015-03-02,g1007,1007,79,90,4
2015-03-02,h1008,1008,89,92,6
2015-03-02,i1009,1009,74,98,6
2015-03-02,j1010,1010,75,98,5
2015-03-03,a1001,1001,61,98,8
2015-03-03,b1002,1002,71,95,8
2015-03-03,c1003,1003,63,94,8
2015-03-03,d1004,1004,89,98,8
2015-03-03,e1005,1005,73,92,6
2015-03-03,f1006,1006,85,100,8
2015-03-03,g1007,1007,80,92,6
2015-03-03,h1008,1008,62,91,7
2015-03-03,i1009,1009,79,100,4
2015-03-03,j1010,1010,89,90,4
2015-03-04,a1001,1001,63,100,4
2015-03-04,b1002,1002,81,98,7
2015-03-04,c1003,1003,73,99,6
2015-03-04,d1004,1004,74,92,6
2015-03-04,e1005,1005,81,95,4
2015-03-04,f1006,1006,70,95,4
2015-03-04,g1007,1007,80,96,8
2015-03-04,h1008,1008,84,94,6
2015-03-04,i1009,1009,61,100,6
2015-03-04,j1010,1010,78,96,6
2015-03-05,a1001,1001,77,95,6
2015-03-05,b1002,1002,79,99,4
2015-03-05,c1003,1003,75,96,6
2015-03-05,d1004,1004,66,95,7
2015-03-05,e1005,1005,83,100,4
2015-03-05,f1006,1006,89,100,7
2015-03-05,g1007,1007,60,96,8
2015-03-05,h1008,1008,72,96,6
2015-03-05,i1009,1009,73,95,8
2015-03-05,j1010,1010,77,97,7
2015-03-06,a1001,1001,78,91,8
2015-03-06,b1002,1002,65,94,8
2015-03-06,c1003,1003,67,90,7
2015-03-06,d1004,1004,68,93,4
2015-03-06,e1005,1005,65,90,5
2015-03-06,f1006,1006,80,97,4
2015-03-06,g1007,1007,83,96,4
2015-03-06,h1008,1008,66,96,6
2015-03-06,i1009,1009,74,100,4
2015-03-06,j1010,1010,70,100,8
2015-03-07,a1001,1001,76,96,8
2015-03-07,b1002,1002,76,90,5
2015-03-07,c1003,1003,78,93,5
2015-03-07,d1004,1004,79,90,7
2015-03-07,e1005,1005,64,99,5
2015-03-07,f1006,1006,62,97,7
2015-03-07,g1007,1007,71,94,4
2015-03-07,h1008,1008,67,91,6
2015-03-07,i1009,1009,67,98,4
2015-03-07,j1010,1010,72,93,4
2015-03-08,a1001,1001,88,98,4
2015-03-08,b1002,1002,62,94,5
2015-03-08,c1003,1003,73,92,5
2015-03-08,d1004,1004,64,97,4
2015-03-08,e1005,1005,67,99,5
2015-03-08,f1006,1006,80,93,7
2015-03-08,g1007,1007,63,97,4
2015-03-08,h1008,1008,75,98,7
2015-03-08,i1009,1009,88,96,8
2015-03-08,j1010,1010,70,96,6
2015-03-09,a1001,1001,69,91,4
2015-03-09,b1002,1002,62,91,8
2015-03-09,c1003,1003,85,93,4
2015-03-09,d1004,1004,69,90,8
2015-03-09,e1005,1005,73,100,8
2015-03-09,f1006,1006,81,99,7
2015-03-09,g1007,1007,71,90,6
2015-03-09,h1008,1008,66,100,5
2015-03-09,i1009,1009,70,94,5
2015-03-09,j1010,1010,75,91,7
2015-03-10,a1001,1001,77,96,5
2015-03-10,b1002,1002,63,91,5
2015-03-10,c1003,1003,78,94,6
2015-03-10,d1004,1004,88,94,4
2015-03-10,e1005,1005,67,98,7
2015-03-10,f1006,1006,74,91,4
2015-03-10,g1007,1007,62,91,7
2015-03-10,h1008,1008,87,91,6
2015-03-10,i1009,1009,70,94,4
2015-03-10,j1010,1010,64,99,4
2015-03-11,a1001,1001,83,98,7
2015-03-11,b1002,1002,80,93,5
2015-03-11,c1003,1003,78,98,5
2015-03-11,d1004,1004,79,94,4
2015-03-11,e1005,1005,81,91,7
2015-03-11,f1006,1006,79,91,8
2015-03-11,g1007,1007,77,91,7
2015-03-11,h1008,1008,78,96,6
2015-03-11,i1009,1009,76,94,8
2015-03-11,j1010,1010,67,98,8
2015-03-12,a1001,1001,73,98,4
2015-03-12,b1002,1002,83,96,8
2015-03-12,c1003,1003,81,93,4
2015-03-12,d1004,1004,88,91,7
2015-03-12,e1005,1005,66,99,8
2015-03-12,f1006,1006,77,100,6
2015-03-12,g1007,1007,85,91,8
2015-03-12,h1008,1008,84,98,4
2015-03-12,i1009,1009,83,91,7
2015-03-12,j1010,1010,64,97,4
2015-03-13,a1001,1001,62,93,8
2015-03-13,b1002,1002,86,97,5
2015-03-13,c1003,1003,62,93,5
2015-03-13,d1004,1004,79,94,4
2015-03-13,e1005,1005,64,94,8
2015-03-13,f1006,1006,68,100,8
2015-03-13,g1007,1007,88,100,6
2015-03-13,h1008,1008,84,94,8
2015-03-13,i1009,1009,71,90,7
2015-03-13,j1010,1010,65,98,6
2015-03-14,a1001,1001,65,94,8
2015-03-14,b1002,1002,79,97,4
2015-03-14,c1003,1003,70,98,4
2015-03-14,d1004,1004,79,100,5
2015-03-14,e1005,1005,67,91,7
2015-03-14,f1006,1006,83,96,5
2015-03-14,g1007,1007,63,92,6
2015-03-14,h1008,1008,62,91,8
2015-03-14,i1009,1009,65,100,7
2015-03-14,j1010,1010,62,99,4
2015-03-15,a1001,1001,87,90,4
2015-03-15,b1002,1002,88,99,8
2015-03-15,c1003,1003,75,98,8
2015-03-15,d1004,1004,67,98,6
2015-03-15,e1005,1005,65,99,4
2015-03-15,f1006,1006,89,100,7
2015-03-15,g1007,1007,77,100,7
2015-03-15,h1008,1008,85,94,7
2015-03-15,i1009,1009,69,93,7
2015-03-15,j1010,1010,74,91,7
2015-03-16,a1001,1001,85,98,5
2015-03-16,b1002,1002,65,97,5
2015-03-16,c1003,1003,86,93,5
2015-03-16,d1004,1004,65,98,8
2015-03-16,e1005,1005,73,93,4
2015-03-16,f1006,1006,75,98,8
2015-03-16,g1007,1007,63,95,4
2015-03-16,h1008,1008,84,94,5
2015-03-16,i1009,1009,72,97,7
2015-03-16,j1010,1010,87,92,4
2015-03-17,a1001,1001,84,96,6
2015-03-17,b1002,1002,81,90,6
2015-03-17,c1003,1003,84,93,4
2015-03-17,d1004,1004,64,99,8
2015-03-17,e1005,1005,86,93,8
2015-03-17,f1006,1006,79,95,7
2015-03-17,g1007,1007,71,98,4
2015-03-17,h1008,1008,62,90,8
2015-03-17,i1009,1009,60,91,7
2015-03-17,j1010,1010,69,95,7
2015-03-18,a1001,1001,81,98,6
2015-03-18,b1002,1002,71,96,6
2015-03-18,c1003,1003,71,99,7
2015-03-18,d1004,1004,87,90,4
2015-03-18,e1005,1005,76,92,7
2015-03-18,f1006,1006,86,93,5
2015-03-18,g1007,1007,66,95,4
2015-03-18,h1008,1008,77,90,7
2015-03-18,i1009,1009,66,92,8
2015-03-18,j1010,1010,66,90,8
2015-03-19,a1001,1001,83,91,7
2015-03-19,b1002,1002,82,98,8
2015-03-19,c1003,1003,65,97,4
2015-03-19,d1004,1004,61,95,8
2015-03-19,e1005,1005,89,99,7
2015-03-19,f1006,1006,61,93,8
2015-03-19,g1007,1007,75,94,4
2015-03-19,h1008,1008,69,99,8
2015-03-19,i1009,1009,66,98,5
2015-03-19,j1010,1010,64,99,4
2015-03-20,a1001,1001,86,91,8
2015-03-20,b1002,1002,61,94,5
2015-03-20,c1003,1003,89,98,8
2015-03-20,d1004,1004,78,91,4
2015-03-20,e1005,1005,80,93,6
2015-03-20,f1006,1006,88,92,7
2015-03-20,g1007,1007,65,95,7
2015-03-20,h1008,1008,80,97,4
2015-03-20,i1009,1009,83,93,8
2015-03-20,j1010,1010,79,99,5
2015-03-21,a1001,1001,79,95,5
2015-03-21,b1002,1002,88,97,7
2015-03-21,c1003,1003,76,98,4
2015-03-21,d1004,1004,60,97,8
2015-03-21,e1005,1005,72,97,8
2015-03-21,f1006,1006,75,93,7
2015-03-21,g1007,1007,75,96,8
2015-03-21,h1008,1008,77,91,7
2015-03-21,i1009,1009,88,99,5
2015-03-21,j1010,1010,87,98,8
2015-03-22,a1001,1001,89,91,8
2015-03-22,b1002,1002,79,91,5
2015-03-22,c1003,1003,62,96,8
2015-03-22,d1004,1004,85,91,4
2015-03-22,e1005,1005,83,91,8
2015-03-22,f1006,1006,72,94,8
2015-03-22,g1007,1007,79,95,6
2015-03-22,h1008,1008,75,100,5
2015-03-22,i1009,1009,71,90,6
2015-03-22,j1010,1010,66,93,6
2015-03-23,a1001,1001,87,94,6
2015-03-23,b1002,1002,60,97,8
2015-03-23,c1003,1003,69,91,7
2015-03-23,d1004,1004,70,94,7
2015-03-23,e1005,1005,65,98,6
2015-03-23,f1006,1006,72,100,4
2015-03-23,g1007,1007,61,91,6
2015-03-23,h1008,1008,80,90,7
2015-03-23,i1009,1009,83,96,6
2015-03-23,j1010,1010,73,93,6
2015-03-24,a1001,1001,78,94,6
2015-03-24,b1002,1002,74,93,5
2015-03-24,c1003,1003,61,95,4
2015-03-24,d1004,1004,85,99,7
2015-03-24,e1005,1005,62,94,4
2015-03-24,f1006,1006,76,93,8
2015-03-24,g1007,1007,89,94,5
2015-03-24,h1008,1008,89,96,5
2015-03-24,i1009,1009,79,96,7
2015-03-24,j1010,1010,68,98,4
2015-03-25,a1001,1001,88,94,8
2015-03-25,b1002,1002,83,90,5
2015-03-25,c1003,1003,71,90,5
2015-03-25,d1004,1004,74,100,8
2015-03-25,e1005,1005,82,92,8
2015-03-25,f1006,1006,74,94,6
2015-03-25,g1007,1007,81,100,6
2015-03-25,h1008,1008,64,91,6
2015-03-25,i1009,1009,84,92,4
2015-03-25,j1010,1010,74,96,8
2015-03-26,a1001,1001,82,96,8
2015-03-26,b1002,1002,83,90,6
2015-03-26,c1003,1003,79,98,5
2015-03-26,d1004,1004,72,98,7
2015-03-26,e1005,1005,75,90,6
2015-03-26,f1006,1006,85,100,6
2015-03-26,g1007,1007,64,96,6
2015-03-26,h1008,1008,68,90,7
2015-03-26,i1009,1009,89,98,4
2015-03-26,j1010,1010,73,91,5
2015-03-27,a1001,1001,87,93,4
2015-03-27,b1002,1002,69,96,7
2015-03-27,c1003,1003,79,94,4
2015-03-27,d1004,1004,88,94,8
2015-03-27,e1005,1005,66,90,8
2015-03-27,f1006,1006,77,91,4
2015-03-27,g1007,1007,82,96,8
2015-03-27,h1008,1008,76,96,7
2015-03-27,i1009,1009,82,99,5
2015-03-27,j1010,1010,82,90,7
2015-03-28,a1001,1001,77,91,4
2015-03-28,b1002,1002,64,98,7
2015-03-28,c1003,1003,83,94,8
2015-03-28,d1004,1004,88,94,4
2015-03-28,e1005,1005,68,99,6
2015-03-28,f1006,1006,65,92,8
2015-03-28,g1007,1007,79,91,7
2015-03-28,h1008,1008,80,95,4
2015-03-28,i1009,1009,70,100,7
2015-03-28,j1010,1010,66,91,6
2015-03-29,a1001,1001,67,98,5
2015-03-29,b1002,1002,67,100,6
2015-03-29,c1003,1003,63,93,4
2015-03-29,d1004,1004,73,90,5
2015-03-29,e1005,1005,81,97,4
2015-03-29,f1006,1006,80,98,6
2015-03-29,g1007,1007,84,90,4
2015-03-29,h1008,1008,88,100,7
2015-03-29,i1009,1009,69,92,6
2015-03-29,j1010,1010,60,92,5
2015-03-30,a1001,1001,70,91,8
2015-03-30,b1002,1002,77,97,8
2015-03-30,c1003,1003,70,93,7
2015-03-30,d1004,1004,65,93,8
2015-03-30,e1005,1005,69,97,5
2015-03-30,f1006,1006,65,90,5
2015-03-30,g1007,1007,82,94,4
2015-03-30,h1008,1008,68,99,5
2015-03-30,i1009,1009,74,97,8
2015-03-30,j1010,1010,60,99,6
2015-03-31,a1001,1001,86,98,5
2015-03-31,b1002,1002,89,97,7
2015-03-31,c1003,1003,63,97,4
2015-03-31,d1004,1004,68,91,8
2015-03-31,e1005,1005,67,92,5
2015-03-31,f1006,1006,76,97,7
2015-03-31,g1007,1007,65,92,7
2015-03-31,h1008,1008,82,100,5
2015-03-31,i1009,1009,85,98,4
2015-03-31,j1010,1010,69,91,8
2015-04-01,a1001,1001,66,99,6
2015-04-01,b1002,1002,87,90,8
2015-04-01,c1003,1003,63,90,5
2015-04-01,d1004,1004,72,92,4
2015-04-01,e1005,1005,64,92,5
2015-04-01,f1006,1006,68,91,6
2015-04-01,g1007,1007,63,99,7
2015-04-01,h1008,1008,69,100,7
2015-04-01,i1009,1009,66,98,5
2015-04-01,j1010,1010,80,98,6
2015-04-02,a1001,1001,71,94,8
2015-04-02,b1002,1002,87,95,6
2015-04-02,c1003,1003,69,92,4
2015-04-02,d1004,1004,60,91,4
2015-04-02,e1005,1005,70,90,4
2015-04-02,f1006,1006,64,98,4
2015-04-02,g1007,1007,79,93,8
2015-04-02,h1008,1008,73,96,6
2015-04-02,i1009,1009,76,94,8
2015-04-02,j1010,1010,73,98,7
2015-04-03,a1001,1001,78,97,8
2015-04-03,b1002,1002,61,100,4
2015-04-03,c1003,1003,76,96,6
2015-04-03,d1004,1004,75,98,5
2015-04-03,e1005,1005,85,95,8
2015-04-03,f1006,1006,82,92,8
2015-04-03,g1007,1007,81,97,7
2015-04-03,h1008,1008,77,99,6
2015-04-03,i1009,1009,74,100,6
2015-04-03,j1010,1010,89,96,5
2015-04-04,a1001,1001,79,98,8
2015-04-04,b1002,1002,82,93,7
2015-04-04,c1003,1003,60,93,8
2015-04-04,d1004,1004,71,99,5
2015-04-04,e1005,1005,85,95,4
2015-04-04,f1006,1006,86,100,8
2015-04-04,g1007,1007,72,96,6
2015-04-04,h1008,1008,81,94,6
2015-04-04,i1009,1009,69,91,6
2015-04-04,j1010,1010,66,99,5
2015-04-05,a1001,1001,67,94,7
2015-04-05,b1002,1002,62,91,7
2015-04-05,c1003,1003,88,100,7
2015-04-05,d1004,1004,68,94,7
2015-04-05,e1005,1005,77,92,6
2015-04-05,f1006,1006,82,95,4
2015-04-05,g1007,1007,76,94,5
2015-04-05,h1008,1008,76,93,4
2015-04-05,i1009,1009,88,100,6
2015-04-05,j1010,1010,60,96,5
2015-04-06,a1001,1001,85,99,7
2015-04-06,b1002,1002,75,97,7
2015-04-06,c1003,1003,70,94,5
2015-04-06,d1004,1004,61,100,5
2015-04-06,e1005,1005,83,94,8
2015-04-06,f1006,1006,62,94,8
2015-04-06,g1007,1007,69,96,8
2015-04-06,h1008,1008,70,93,8
2015-04-06,i1009,1009,61,91,6
2015-04-06,j1010,1010,70,100,8
2015-04-07,a1001,1001,79,91,7
2015-04-07,b1002,1002,69,98,7
2015-04-07,c1003,1003,60,99,4
2015-04-07,d1004,1004,72,94,4
2015-04-07,e1005,1005,71,95,7
2015-04-07,f1006,1006,85,98,4
2015-04-07,g1007,1007,70,98,7
2015-04-07,h1008,1008,89,100,7
2015-04-07,i1009,1009,81,94,5
2015-04-07,j1010,1010,71,96,8
2015-04-08,a1001,1001,77,94,8
2015-04-08,b1002,1002,87,96,8
2015-04-08,c1003,1003,83,93,6
2015-04-08,d1004,1004,67,94,5
2015-04-08,e1005,1005,63,96,7
2015-04-08,f1006,1006,75,98,7
2015-04-08,g1007,1007,86,90,5
2015-04-08,h1008,1008,89,100,7
2015-04-08,i1009,1009,86,93,5
2015-04-08,j1010,1010,87,94,4
2015-04-09,a1001,1001,69,93,8
2015-04-09,b1002,1002,74,96,5
2015-04-09,c1003,1003,74,94,7
2015-04-09,d1004,1004,76,91,7
2015-04-09,e1005,1005,80,95,5
2015-04-09,f1006,1006,66,100,5
2015-04-09,g1007,1007,88,95,7
2015-04-09,h1008,1008,62,95,7
2015-04-09,i1009,1009,83,94,4
2015-04-09,j1010,1010,73,100,7
2015-04-10,a1001,1001,78,90,8
2015-04-10,b1002,1002,83,94,6
2015-04-10,c1003,1003,70,91,6
2015-04-10,d1004,1004,63,92,5
2015-04-10,e1005,1005,71,90,4
2015-04-10,f1006,1006,73,100,8
2015-04-10,g1007,1007,84,90,6
2015-04-10,h1008,1008,89,90,6
2015-04-10,i1009,1009,79,90,4
2015-04-10,j1010,1010,71,93,8
2015-04-11,a1001,1001,89,93,7
2015-04-11,b1002,1002,77,99,6
2015-04-11,c1003,1003,84,91,8
2015-04-11,d1004,1004,63,92,7
2015-04-11,e1005,1005,61,93,4
2015-04-11,f1006,1006,74,94,4
2015-04-11,g1007,1007,73,93,4
2015-04-11,h1008,1008,70,98,6
2015-04-11,i1009,1009,64,94,5
2015-04-11,j1010,1010,81,93,4
2015-04-12,a1001,1001,66,94,7
2015-04-12,b1002,1002,77,96,6
2015-04-12,c1003,1003,78,92,8
2015-04-12,d1004,1004,62,96,4
2015-04-12,e1005,1005,76,93,4
2015-04-12,f1006,1006,77,100,5
2015-04-12,g1007,1007,72,93,5
2015-04-12,h1008,1008,86,90,7
2015-04-12,i1009,1009,87,93,8
2015-04-12,j1010,1010,81,100,4
2015-04-13,a1001,1001,67,99,6
